#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,,,,,,,english,speaker
5,ACHIEVEMENT_CATEGORY_6,王家再興,Restauração da Família Real,ui\00_message\achievement\achievement_category.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,5,,,,,,,,,
5,ACHIEVEMENT_CATEGORY_6,王家再興,Restauração da Família Real,ui\00_message\achievement\achievement_category.gmd,\ui\uGUIArisenCardPop.arc,uGUIArisenCardPop.arc,5,,,,,,,,,
5,ACHIEVEMENT_CATEGORY_6,王家再興,Restauração da Família Real,ui\00_message\achievement\achievement_category.gmd,\ui\uGUIGreatPurpose.arc,uGUIGreatPurpose.arc,5,,,,,,,,,
0,ACHIEVEMENT_INFO_450,クエスト「横たわる神」クリア,"Concluir missão ""O Deus Adormecido""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,0,,,,,,,,,
1,ACHIEVEMENT_INFO_519,クエスト「異界の戦士」クリア,"Concluir missão ""Soldados da Fenda""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,1,,,,,,,,,
2,ACHIEVEMENT_INFO_520,クエスト「湯煙の館」クリア,"Concluir missão ""A Casa de Vapor""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,2,,,,,,,,,
3,ACHIEVEMENT_INFO_521,クエスト「神の目覚め」クリア,"Concluir missão ""O Despertar do Deus""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,3,,,,,,,,,
4,ACHIEVEMENT_INFO_522,クエスト「闇を纏う娘」クリア,"Concluir missão ""A Garota Revestida em Trevas""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,4,,,,,,,,,
5,ACHIEVEMENT_INFO_523,クエスト「命の行方」クリア,"Concluir missão ""O Curso da Vida""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,5,,,,,,,,,
6,ACHIEVEMENT_INFO_524,クエスト「束の間の休息」クリア,"Concluir missão ""Um Breve Respiro""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,6,,,,,,,,,
7,ACHIEVEMENT_INFO_525,クエスト「託された未来」クリア,"Concluir missão ""O Futuro Confiado""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,7,,,,,,,,,
8,ACHIEVEMENT_INFO_526,クエスト「戦士たちの困惑」クリア,"Concluir missão ""A Confusão dos Soldados""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,8,,,,,,,,,
9,ACHIEVEMENT_INFO_527,クエスト「偉大なる錬金術師」クリア,"Concluir missão ""O Grande Alquimista""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,9,,,,,,,,,
10,ACHIEVEMENT_INFO_528,ボードクエスト（討伐）を初めてクリア,Conclua seu primeiro Quadro de Missões de recompensa,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,10,,,,,,,,,
11,ACHIEVEMENT_INFO_529,ボードクエスト（討伐）を30回クリア,Conclua 30 Quadros de Missões de recompensa,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,11,,,,,,,,,
12,ACHIEVEMENT_INFO_530,ボードクエスト（討伐）を100回クリア,Conclua 100 Quadros de Missões de recompensa,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,12,,,,,,,,,
13,ACHIEVEMENT_INFO_531,ボードクエスト（討伐）を300回クリア,Conclua 300 Quadros de Missões de recompensa,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,13,,,,,,,,,
14,ACHIEVEMENT_INFO_532,ボードクエスト（討伐）を600回クリア,Conclua 600 Quadros de Missões de recompensa,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,14,,,,,,,,,
15,ACHIEVEMENT_INFO_533,ボードクエスト（納品）を初めてクリア,Conclua seu primeiro Quadro de Missões de entrega,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,15,,,,,,,,,
16,ACHIEVEMENT_INFO_534,ボードクエスト（納品）を30回クリア,Conclua 30 Quadros de Missões de entrega,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,16,,,,,,,,,
17,ACHIEVEMENT_INFO_535,ボードクエスト（納品）を100回クリア,Conclua 100 Quadros de Missões de entrega,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,17,,,,,,,,,
18,ACHIEVEMENT_INFO_536,ボードクエスト（納品）を300回クリア,Conclua 300 Quadros de Missões de entrega,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,18,,,,,,,,,
19,ACHIEVEMENT_INFO_537,ボードクエスト（納品）を600回クリア,Conclua 600 Quadros de Missões de entrega,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,19,,,,,,,,,
20,ACHIEVEMENT_INFO_538,ワールドクエスト（未公開）を初めてクリア,Conclua sua primeira Missão Oculta,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,20,,,,,,,,,
21,ACHIEVEMENT_INFO_539,ワールドクエスト（未公開）を10回クリア,Conclua 10 Missões Ocultas,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,21,,,,,,,,,
22,ACHIEVEMENT_INFO_540,ワールドクエスト（未公開）を50回クリア,Conclua 50 Missões Ocultas,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,22,,,,,,,,,
23,ACHIEVEMENT_INFO_541,ワールドクエスト（公開）を初めてクリア,Conclua sua primeira Missão Mundial,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,23,,,,,,,,,
24,ACHIEVEMENT_INFO_542,ワールドクエスト（公開）を10回クリア,Conclua 10 Missões Mundiais,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,24,,,,,,,,,
25,ACHIEVEMENT_INFO_543,ワールドクエスト（公開）を100回クリア,Conclua 100 Missões Mundiais,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,25,,,,,,,,,
26,ACHIEVEMENT_INFO_544,ワールドクエスト（公開）を300回クリア,Conclua 300 Missões Mundiais,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,26,,,,,,,,,
27,ACHIEVEMENT_INFO_582,敵を総計100体討伐,Mate um total de 100 inimigos,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,27,,,,,,,,,
28,ACHIEVEMENT_INFO_583,敵を総計300体討伐,Mate um total de 300 inimigos,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,28,,,,,,,,,
29,ACHIEVEMENT_INFO_584,敵を総計1000体討伐,Mate um total de 1000 inimigos,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,29,,,,,,,,,
30,ACHIEVEMENT_INFO_585,敵を総計10000体討伐,Mate um total de 10000 inimigos,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,30,,,,,,,,,
31,ACHIEVEMENT_INFO_590,《ゴブリン》系エネミーを50体討伐,"Mate 50 inimigos do tipo ""Goblin""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,31,,,,,,,,,
32,ACHIEVEMENT_INFO_591,《ゴブリン》系エネミーを200体討伐,"Mate 200 inimigos do tipo ""Goblin""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,32,,,,,,,,,
33,ACHIEVEMENT_INFO_592,《ゴブリン》系エネミーを500体討伐,"Mate 500 inimigos do tipo ""Goblin""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,33,,,,,,,,,
34,ACHIEVEMENT_INFO_608,《ホブゴブリン》系エネミーを30体討伐,"Mate 30 inimigos do tipo ""Hobgoblin""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,34,,,,,,,,,
35,ACHIEVEMENT_INFO_609,《ホブゴブリン》系エネミーを100体討伐,"Mate 100 inimigos do tipo ""Hobgoblin""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,35,,,,,,,,,
36,ACHIEVEMENT_INFO_610,《ホブゴブリン》系エネミーを300体討伐,"Mate 300 inimigos do tipo ""Hobgoblin""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,36,,,,,,,,,
37,ACHIEVEMENT_INFO_623,《ウルフ》系エネミーを50体討伐,"Mate 50 inimigos do tipo ""Lobo""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,37,,,,,,,,,
38,ACHIEVEMENT_INFO_624,《ウルフ》系エネミーを200体討伐,"Mate 200 inimigos do tipo ""Lobo""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,38,,,,,,,,,
39,ACHIEVEMENT_INFO_625,《ウルフ》系エネミーを500体討伐,"Mate 500 inimigos do tipo ""Lobo""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,39,,,,,,,,,
40,ACHIEVEMENT_INFO_629,《グリムワーグ》系エネミーを50体討伐,"Mate 50 inimigos do tipo ""Grimwarg""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,40,,,,,,,,,
41,ACHIEVEMENT_INFO_630,《グリムワーグ》系エネミーを100体討伐,"Mate 100 inimigos do tipo ""Grimwarg""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,41,,,,,,,,,
42,ACHIEVEMENT_INFO_631,《グリムワーグ》系エネミーを300体討伐,"Mate 300 inimigos do tipo ""Grimwarg""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,42,,,,,,,,,
43,ACHIEVEMENT_INFO_632,シャドーウルフを50体討伐,Mate 50 Lobos Sombrios,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,43,,,,,,,,,
44,ACHIEVEMENT_INFO_633,シャドーウルフを100体討伐,Mate 100 Lobos Sombrios,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,44,,,,,,,,,
45,ACHIEVEMENT_INFO_634,シャドーウルフを300体討伐,Mate 300 Lobos Sombrios,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,45,,,,,,,,,
46,ACHIEVEMENT_INFO_635,《錬魔オオカミ》系エネミーを50体討伐,"Mate 50 inimigos do tipo ""Lobo Alquimizado""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,46,,,,,,,,,
47,ACHIEVEMENT_INFO_636,《錬魔オオカミ》系エネミーを100体討伐,"Mate 100 inimigos do tipo ""Lobo Alquimizado""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,47,,,,,,,,,
48,ACHIEVEMENT_INFO_637,《錬魔オオカミ》系エネミーを300体討伐,"Mate 300 inimigos do tipo ""Lobo Alquimizado""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,48,,,,,,,,,
49,ACHIEVEMENT_INFO_641,《スケルトン》系エネミーを50体討伐,"Mate 50 inimigos do tipo ""Esqueleto""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,49,,,,,,,,,
50,ACHIEVEMENT_INFO_642,《スケルトン》系エネミーを300体討伐,"Mate 300 inimigos do tipo ""Esqueleto""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,50,,,,,,,,,
51,ACHIEVEMENT_INFO_643,《スケルトン》系エネミーを1000体討伐,"Mate 1000 inimigos do tipo ""Esqueleto""",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,51,,,,,,,,,
52,ACHIEVEMENT_INFO_650,スカルロードを30体討伐,Mate 30 Lordes Caveira,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,52,,,,,,,,,
53,ACHIEVEMENT_INFO_651,スカルロードを100体討伐,Mate 100 Lordes Caveira,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,53,,,,,,,,,
54,ACHIEVEMENT_INFO_652,スカルロードを200体討伐,Mate 200 Lordes Caveira,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,54,,,,,,,,,
55,ACHIEVEMENT_INFO_653,リビングアーマーを30体討伐,Mate 30 Armaduras Vivas,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,55,,,,,,,,,
56,ACHIEVEMENT_INFO_654,リビングアーマーを100体討伐,Mate 100 Armaduras Vivas,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,56,,,,,,,,,
57,ACHIEVEMENT_INFO_655,リビングアーマーを200体討伐,Mate 200 Armaduras Vivas,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,57,,,,,,,,,
58,ACHIEVEMENT_INFO_662,デスナイトを30体討伐,Mate 30 Cavaleiros da Morte,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,58,,,,,,,,,
59,ACHIEVEMENT_INFO_663,デスナイトを100体討伐,Mate 100 Cavaleiros da Morte,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,59,,,,,,,,,
60,ACHIEVEMENT_INFO_664,デスナイトを200体討伐,Mate 200 Cavaleiros da Morte,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,60,,,,,,,,,
61,ACHIEVEMENT_INFO_665,ゴーストメイルを30体討伐,Mate 30 Malhas Fantasma,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,61,,,,,,,,,
62,ACHIEVEMENT_INFO_666,ゴーストメイルを100体討伐,Mate 100 Malhas Fantasma,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,62,,,,,,,,,
63,ACHIEVEMENT_INFO_667,ゴーストメイルを300体討伐,Mate 300 Malhas Fantasma,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,63,,,,,,,,,
64,ACHIEVEMENT_INFO_668,スケルトンアルケミーを30体討伐,Elimine 30 Esqueletos Alquimizados,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,64,,,,,,,,,
65,ACHIEVEMENT_INFO_669,スケルトンアルケミーを100体討伐,Elimine 100 Esqueletos Alquimizados,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,65,,,,,,,,,
66,ACHIEVEMENT_INFO_670,スケルトンアルケミーを300体討伐,Elimine 300 Esqueletos Alquimizados,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,66,,,,,,,,,
67,ACHIEVEMENT_INFO_671,《リザードマン》系エネミーを30体討伐,"Elimine 30 inimigos do tipo ""Sauriano"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,67,,,,,,,,,
68,ACHIEVEMENT_INFO_672,《リザードマン》系エネミーを100体討伐,"Elimine 100 inimigos do tipo ""Sauriano"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,68,,,,,,,,,
69,ACHIEVEMENT_INFO_673,《リザードマン》系エネミーを300体討伐,"Elimine 300 inimigos do tipo ""Sauriano"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,69,,,,,,,,,
70,ACHIEVEMENT_INFO_677,《サルファーリザード》系エネミーを30体討伐,"Elimine 30 inimigos do tipo ""Sauriano Sulfúrico"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,70,,,,,,,,,
71,ACHIEVEMENT_INFO_678,《サルファーリザード》系エネミーを100体討伐,"Elimine 100 inimigos do tipo ""Sauriano Sulfúrico"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,71,,,,,,,,,
72,ACHIEVEMENT_INFO_679,《サルファーリザード》系エネミーを300体討伐,"Elimine 300 inimigos do tipo ""Sauriano Sulfúrico"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,72,,,,,,,,,
73,ACHIEVEMENT_INFO_683,《ロックリザード》系エネミーを30体討伐,"Elimine 30 inimigos do tipo ""Sauriano Rochoso"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,73,,,,,,,,,
74,ACHIEVEMENT_INFO_684,《ロックリザード》系エネミーを100体討伐,"Elimine 100 inimigos do tipo ""Sauriano Rochoso"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,74,,,,,,,,,
75,ACHIEVEMENT_INFO_685,《ロックリザード》系エネミーを300体討伐,"Elimine 300 inimigos do tipo ""Sauriano Rochoso"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,75,,,,,,,,,
76,ACHIEVEMENT_INFO_689,ブルーニュートを30体討伐,Elimine 30 Salamandras Azuis,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,76,,,,,,,,,
77,ACHIEVEMENT_INFO_690,ブルーニュートを100体討伐,Elimine 100 Salamandras Azuis,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,77,,,,,,,,,
78,ACHIEVEMENT_INFO_691,ブルーニュートを300体討伐,Elimine 300 Salamandras Azuis,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,78,,,,,,,,,
79,ACHIEVEMENT_INFO_692,《アンデッド》系エネミーを50体討伐,"Elimine 50 inimigos do tipo ""Morto-Vivo"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,79,,,,,,,,,
80,ACHIEVEMENT_INFO_693,《アンデッド》系エネミーを200体討伐,"Elimine 200 inimigos do tipo ""Morto-Vivo"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,80,,,,,,,,,
81,ACHIEVEMENT_INFO_694,《アンデッド》系エネミーを500体討伐,"Elimine 500 inimigos do tipo ""Morto-Vivo"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,81,,,,,,,,,
82,ACHIEVEMENT_INFO_707,《液状人形》系エネミーを50体討伐,"Elimine 50 inimigos do tipo ""Marionete Líquida"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,82,,,,,,,,,
83,ACHIEVEMENT_INFO_708,《液状人形》系エネミーを200体討伐,"Elimine 200 inimigos do tipo ""Marionete Líquida"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,83,,,,,,,,,
84,ACHIEVEMENT_INFO_709,《液状人形》系エネミーを500体討伐,"Elimine 500 inimigos do tipo ""Marionete Líquida"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,84,,,,,,,,,
85,ACHIEVEMENT_INFO_713,《コープス》系エネミーを30体討伐,"Elimine 30 inimigos do tipo ""Cadáver"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,85,,,,,,,,,
86,ACHIEVEMENT_INFO_714,《コープス》系エネミーを100体討伐,"Elimine 100 inimigos do tipo ""Cadáver"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,86,,,,,,,,,
87,ACHIEVEMENT_INFO_715,《コープス》系エネミーを300体討伐,"Elimine 300 inimigos do tipo ""Cadáver"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,87,,,,,,,,,
88,ACHIEVEMENT_INFO_719,《ハーピー》系エネミーを50体討伐,"Elimine 50 inimigos do tipo ""Harpia"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,88,,,,,,,,,
89,ACHIEVEMENT_INFO_720,《ハーピー》系エネミーを200体討伐,"Elimine 200 inimigos do tipo ""Harpia"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,89,,,,,,,,,
90,ACHIEVEMENT_INFO_721,《ハーピー》系エネミーを500体討伐,"Elimine 500 inimigos do tipo ""Harpia"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,90,,,,,,,,,
91,ACHIEVEMENT_INFO_725,ハーピーアルケミーを30体討伐,Elimine 30 Harpias Alquimizadas,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,91,,,,,,,,,
92,ACHIEVEMENT_INFO_726,ハーピーアルケミーを100体討伐,Elimine 100 Harpias Alquimizadas,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,92,,,,,,,,,
93,ACHIEVEMENT_INFO_727,ハーピーアルケミーを300体討伐,Elimine 300 Harpias Alquimizadas,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,93,,,,,,,,,
94,ACHIEVEMENT_INFO_728,シャドーハーピーを30体討伐,Elimine 30 Harpias Sombrias,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,94,,,,,,,,,
95,ACHIEVEMENT_INFO_729,シャドーハーピーを100体討伐,Elimine 100 Harpias Sombrias,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,95,,,,,,,,,
96,ACHIEVEMENT_INFO_730,シャドーハーピーを300体討伐,Elimine 300 Harpias Sombrias,ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,96,,,,,,,,,
97,ACHIEVEMENT_INFO_731,《地蟲》系エネミーを50体討伐,"Elimine 50 inimigos do tipo ""Inseto Terrestre"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,97,,,,,,,,,
98,ACHIEVEMENT_INFO_732,《地蟲》系エネミーを100体討伐,"Elimine 100 inimigos do tipo ""Inseto Terrestre"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,98,,,,,,,,,
99,ACHIEVEMENT_INFO_733,《地蟲》系エネミーを300体討伐,"Elimine 300 inimigos do tipo ""Inseto Terrestre"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,99,,,,,,,,,
100,ACHIEVEMENT_INFO_737,《スライム》系エネミーを50体討伐,"Elimine 50 inimigos do tipo ""Slime"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,100,,,,,,,,,
101,ACHIEVEMENT_INFO_738,《スライム》系エネミーを100体討伐,"Elimine 100 inimigos do tipo ""Slime"" ",ui\00_message\achievement\achievement_info.gmd,\ui\uGUIAchievement.arc,uGUIAchievement.arc,101,,,,,,,,,
